orf_id	ensembl_transcript_id	ensembl_protein_id	ensembl_gene_id	symbol
10688	ENST00000414689.6	ENSP00000388485.2	ENSG00000149932.16	TMEM219
10691	ENST00000313071.6	ENSP00000339004.3	ENSG00000176165.10	FOXG1
10695	ENST00000263238.6	ENSP00000263238.2	ENSG00000115091.11	ACTR3
10696	ENST00000309428.9	ENSP00000309432.4	ENSG00000141699.10	RETREG3
10697	ENST00000381434.7	ENSP00000370842.3	ENSG00000137033.11	IL33
10698	ENST00000438666.6	ENSP00000406061.2	ENSG00000133104.12	SPART
10699	ENST00000288177.9	ENSP00000288177.5	ENSG00000157429.15	ZNF19
10700	ENST00000379255.5	ENSP00000368557.1	ENSG00000164398.12	ACSL6
10701	ENST00000362026.7	ENSP00000354574.3	ENSG00000164038.14	SLC9B2
10704	ENST00000625755.2	ENSP00000486582.1	ENSG00000148814.17	LRRC27
10705	ENST00000314574.4	ENSP00000324740.4	ENSG00000176105.13	YES1
10706	ENST00000354209.7	ENSP00000346148.3	ENSG00000132356.11	PRKAA1
10707	ENST00000508638.5	ENSP00000423382.1	ENSG00000078795.16	PKD2L2
10709	ENST00000398458.3	ENSP00000381476.3	ENSG00000186452.10	TMPRSS12
10711	ENST00000281623.7	ENSP00000281623.3	ENSG00000151876.12	FBXO4
10713	ENST00000321685.7	ENSP00000396896.2	ENSG00000110011.13	DNAJC4
10715	ENST00000416012.1	ENSP00000414431.1	ENSG00000127252.5	HRASLS
10716	ENST00000440191.6	ENSP00000398370.2	ENSG00000156976.16	EIF4A2
10717	ENST00000308342.6	ENSP00000310620.6	ENSG00000172803.17	SNX32
10719	ENST00000357214.5	ENSP00000349748.5	ENSG00000116560.10	SFPQ
10722	ENST00000314636.2	ENSP00000319170.2	ENSG00000178700.7	DHFR2
10725	ENST00000335894.8	ENSP00000336861.4	ENSG00000103599.19	IQCH
10726	ENST00000356634.7	ENSP00000349049.3	ENSG00000004487.15	KDM1A
10728	ENST00000378735.5	ENSP00000368009.1	ENSG00000131437.15	KIF3A
10729	ENST00000367506.9	ENSP00000356476.5	ENSG00000121486.11	TRMT1L
10732	ENST00000295240.7	ENSP00000295240.3	ENSG00000163093.11	BBS5
10733	ENST00000586489.5	ENSP00000464948.1	ENSG00000153391.15	INO80C
10734	ENST00000561064.5	ENSP00000453028.1	ENSG00000166262.15	FAM227B
10735	ENST00000377270.7	ENSP00000366482.3	ENSG00000165060.11	FXN
10736	ENST00000458258.5	ENSP00000414921.1	ENSG00000119314.15	PTBP3
10737	ENST00000262415.7	ENSP00000262415.2	ENSG00000067596.10	DHX8
10738	ENST00000369002.8	ENSP00000357998.4	ENSG00000025796.13	SEC63
10739	ENST00000465066.5	ENSP00000478137.1	ENSG00000139734.17	DIAPH3
10740	ENST00000324616.9	ENSP00000317671.5	ENSG00000180116.15	C12orf40
10742	ENST00000374366.7	ENSP00000363486.3	ENSG00000172671.19	ZFAND4
10743	ENST00000377132.1	ENSP00000366336.1	ENSG00000204688.9	OR2H1
10745	ENST00000235521.4	ENSP00000235521.4	ENSG00000116874.11	WARS2
10746	ENST00000489711.5	ENSP00000417085.1	ENSG00000163406.10	SLC15A2
10747	ENST00000370695.7	ENSP00000359729.4	ENSG00000198689.10	SLC9A6
10749	ENST00000256194.8	ENSP00000256194.4	ENSG00000133816.13	MICAL2
10750	ENST00000314256.11	ENSP00000313885.7	ENSG00000177728.16	TMEM94
10751	ENST00000370646.8	ENSP00000359680.4	ENSG00000241935.8	HOGA1
10754	ENST00000371522.8	ENSP00000360577.4	ENSG00000121310.16	ECHDC2
10755	ENST00000275525.7	ENSP00000275525.3	ENSG00000146678.9	IGFBP1
10756	ENST00000280904.10	ENSP00000280904.6	ENSG00000134755.14	DSC2
10758	ENST00000261292.8	ENSP00000261292.4	ENSG00000101670.11	LIPG
10759	ENST00000318109.11	ENSP00000315303.7	ENSG00000099958.14	DERL3
10760	ENST00000359052.8	ENSP00000351947.4	ENSG00000163104.17	SMARCAD1
10761	ENST00000314759.5	ENSP00000319417.5	ENSG00000165480.15	SKA3
10763	ENST00000331428.5	ENSP00000331704.5	ENSG00000172967.7	XKR3
10765	ENST00000177648.13	ENSP00000177648.9	ENSG00000073331.17	ALPK1
10766	ENST00000300061.2	ENSP00000300061.2	ENSG00000166828.2	SCNN1G
10767	ENST00000409678.7	ENSP00000387310.3	ENSG00000185269.11	NOTUM
10769	ENST00000337221.8	ENSP00000337985.3	ENSG00000168077.13	SCARA3
10770	ENST00000591340.5	ENSP00000465578.1	ENSG00000186020.12	ZNF529
10772	ENST00000621231.4	ENSP00000484827.1	ENSG00000111879.18	FAM184A
10773	ENST00000301599.6	ENSP00000301599.6	ENSG00000167874.6	TMEM88
10774	ENST00000397056.1	ENSP00000380247.1	ENSG00000196639.6	HRH1
10775	ENST00000370587.5	ENSP00000359619.1	ENSG00000055732.12	MCOLN3
10778	ENST00000344697.2	ENSP00000344125.2	ENSG00000144647.5	POMGNT2
10779	ENST00000259939.3	ENSP00000259939.3	ENSG00000137393.9	RNF144B
10780	ENST00000393094.6	ENSP00000376808.2	ENSG00000166266.13	CUL5
10781	ENST00000360542.4	ENSP00000353742.3	ENSG00000197683.4	KRTAP26-1
10782	ENST00000368680.3	ENSP00000357669.3	ENSG00000169418.9	NPR1
10783	ENST00000300900.8	ENSP00000300900.3	ENSG00000167434.9	CA4
10784	ENST00000263370.2	ENSP00000263370.1	ENSG00000086544.2	ITPKC
10785	ENST00000263754.4	ENSP00000263754.4	ENSG00000114166.7	KAT2B
10786	ENST00000377966.3	ENSP00000367202.3	ENSG00000122707.11	RECK
10787	ENST00000525899.5	ENSP00000435355.1	ENSG00000164411.11	GJB7
10789	ENST00000261233.8	ENSP00000261233.4	ENSG00000090376.10	IRAK3
10790	ENST00000290167.10	ENSP00000290167.5	ENSG00000162552.14	WNT4
10793	ENST00000304385.7	ENSP00000302144.3	ENSG00000170006.11	TMEM154
10794	ENST00000348370.8	ENSP00000288199.5	ENSG00000157450.15	RNF111
10795	ENST00000378802.4	ENSP00000368079.4	ENSG00000145476.15	CYP4V2
10796	ENST00000339223.4	ENSP00000341821.3	ENSG00000187474.4	FPR3
10797	ENST00000298198.4	ENSP00000298198.4	ENSG00000165434.7	PGM2L1
10798	ENST00000259119.8	ENSP00000259119.4	ENSG00000136603.13	SKIL
10799	ENST00000330871.3	ENSP00000330341.2	ENSG00000184557.4	SOCS3
10801	ENST00000368597.6	ENSP00000357586.2	ENSG00000164451.13	FAM26D
10802	ENST00000303221.9	ENSP00000302289.5	ENSG00000170571.11	EMB
10805	ENST00000286548.8	ENSP00000286548.4	ENSG00000156052.10	GNAQ
10808	ENST00000368676.8	ENSP00000357665.4	ENSG00000148848.14	ADAM12
10809	ENST00000254853.9	ENSP00000254853.5	ENSG00000132517.14	SLC52A1
10810	ENST00000406775.6	ENSP00000385263.2	ENSG00000158321.15	AUTS2
10811	ENST00000377950.7	ENSP00000367185.2	ENSG00000159871.14	LYPD5
10812	ENST00000322716.7	ENSP00000406027.1	ENSG00000178567.7	EPM2AIP1
10814	ENST00000331552.11	ENSP00000332823.5	ENSG00000184162.14	NR2C2AP
10816	ENST00000330915.7	ENSP00000328923.2	ENSG00000186994.11	KANK3
10817	ENST00000568604.5	ENSP00000457903.1	ENSG00000166912.16	MTMR10
10818	ENST00000295571.9	ENSP00000295571.5	ENSG00000163378.13	EOGT
10819	ENST00000339249.4	ENSP00000339585.4	ENSG00000173275.12	ZNF449
10820	ENST00000359162.6	ENSP00000352077.2	ENSG00000196482.16	ESRRG
10821	ENST00000355329.7	ENSP00000347486.3	ENSG00000139714.12	MORN3
10823	ENST00000371610.6	ENSP00000360672.2	ENSG00000124171.8	PARD6B
10824	ENST00000474267.5	ENSP00000417310.1	ENSG00000114251.14	WNT5A
10826	ENST00000315273.4	ENSP00000316404.4	ENSG00000151693.10	ASAP2
10827	ENST00000376083.7	ENSP00000365251.3	ENSG00000135049.15	AGTPBP1
10829	ENST00000310298.8	ENSP00000311453.4	ENSG00000073417.14	PDE8A
10830	ENST00000415421.5	ENSP00000410093.1	ENSG00000178234.12	GALNT11
10832	ENST00000334955.12	ENSP00000334040.7	ENSG00000187257.15	RSBN1L
10833	ENST00000294740.3	ENSP00000294740.2	ENSG00000162702.7	ZNF281
10834	ENST00000355520.5	ENSP00000347710.5	ENSG00000079482.12	OPHN1
10835	ENST00000342745.4	ENSP00000344424.4	ENSG00000100647.7	SUSD6
10836	ENST00000310389.5	ENSP00000308496.5	ENSG00000175414.6	ARL10
10837	ENST00000372059.6	ENSP00000361129.2	ENSG00000101935.9	AMMECR1
10838	ENST00000326172.9	ENSP00000325663.5	ENSG00000144802.11	NFKBIZ
10839	ENST00000360538.6	ENSP00000353735.2	ENSG00000197579.7	TOPORS
10840	ENST00000373204.5	ENSP00000362300.4	ENSG00000092847.11	AGO1
10841	ENST00000282406.8	ENSP00000282406.4	ENSG00000152527.13	PLEKHH2
10842	ENST00000396298.6	ENSP00000379592.2	ENSG00000146592.16	CREB5
10843	ENST00000400256.4	ENSP00000383115.3	ENSG00000158270.11	COLEC12
10844	ENST00000549336.5	ENSP00000449573.1	ENSG00000111424.10	VDR
10845	ENST00000305883.5	ENSP00000307023.1	ENSG00000172059.10	KLF11
10846	ENST00000400555.7	ENSP00000383401.3	ENSG00000154845.15	PPP4R1
10847	ENST00000374142.8	ENSP00000363257.3	ENSG00000204160.11	ZDHHC18
10848	ENST00000335987.7	ENSP00000337862.3	ENSG00000172818.9	OVOL1
10849	ENST00000335659.7	ENSP00000335287.3	ENSG00000186106.11	ANKRD46
10851	ENST00000330688.8	ENSP00000332296.4	ENSG00000077092.18	RARB
10853	ENST00000339298.2	ENSP00000341327.2	ENSG00000180008.8	SOCS4
10854	ENST00000343629.10	ENSP00000343635.6	ENSG00000140950.15	TLDC1
10855	ENST00000263620.7	ENSP00000263620.2	ENSG00000116017.10	ARID3A
10856	ENST00000358157.2	ENSP00000350878.2	ENSG00000213694.3	S1PR3
10857	ENST00000293805.9	ENSP00000293805.5	ENSG00000161940.10	BCL6B
10858	ENST00000297994.3	ENSP00000297994.3	ENSG00000165275.9	TRMT10B
10859	ENST00000330574.2	ENSP00000327889.2	ENSG00000185085.2	INTS5
10860	ENST00000357985.6	ENSP00000350673.2	ENSG00000183844.16	FAM3B
10861	ENST00000618282.4	ENSP00000480732.1	ENSG00000102158.19	MAGT1
10862	ENST00000328299.3	ENSP00000329214.3	ENSG00000184005.10	ST6GALNAC3
10863	ENST00000274341.8	ENSP00000274341.4	ENSG00000145681.10	HAPLN1
10864	ENST00000310442.4	ENSP00000309429.3	ENSG00000174165.7	ZDHHC24
10865	ENST00000360954.2	ENSP00000354213.2	ENSG00000125430.8	HS3ST3B1
10866	ENST00000236698.9	ENSP00000236698.5	ENSG00000118007.12	STAG1
10867	ENST00000371153.8	ENSP00000360195.4	ENSG00000132854.18	KANK4
10868	ENST00000533560.5	ENSP00000437185.1	ENSG00000198945.7	L3MBTL3
10869	ENST00000286298.4	ENSP00000286298.4	ENSG00000155850.7	SLC26A2
10872	ENST00000382487.4	ENSP00000371927.4	ENSG00000155269.11	GPR78
10873	ENST00000493442.1	ENSP00000417581.1	ENSG00000123575.8	FAM199X
10875	ENST00000502949.5	ENSP00000425438.1	ENSG00000091490.10	SEL1L3
10876	ENST00000271715.6	ENSP00000271715.2	ENSG00000143442.21	POGZ
10877	ENST00000332854.10	ENSP00000332861.5	ENSG00000183647.10	ZNF530
10878	ENST00000346246.9	ENSP00000343126.5	ENSG00000179361.17	ARID3B
10879	ENST00000340553.7	ENSP00000343633.3	ENSG00000170802.15	FOXN2
10880	ENST00000282849.9	ENSP00000282849.5	ENSG00000140873.15	ADAMTS18
10881	ENST00000326793.10	ENSP00000324287.6	ENSG00000114331.13	ACAP2
10882	ENST00000376233.7	ENSP00000365407.2	ENSG00000121406.8	ZNF549
10883	ENST00000397998.7	ENSP00000381084.3	ENSG00000147408.14	CSGALNACT1
10884	ENST00000336648.8	ENSP00000338387.3	ENSG00000159267.14	HLCS
10885	ENST00000541536.5	ENSP00000441973.1	ENSG00000134532.15	SOX5
10886	ENST00000377075.2	ENSP00000366275.2	ENSG00000158158.11	CNNM4
10889	ENST00000286800.7	ENSP00000286800.3	ENSG00000156273.15	BACH1
10890	ENST00000380752.9	ENSP00000370128.5	ENSG00000139514.12	SLC7A1
10891	ENST00000372047.7	ENSP00000361117.3	ENSG00000160271.14	RALGDS
10893	ENST00000312988.8	ENSP00000318197.7	ENSG00000152086.8	TUBA3E
10895	ENST00000327726.10	ENSP00000332139.4	ENSG00000197766.7	CFD
10897	ENST00000260505.12	ENSP00000260505.8	ENSG00000137941.16	TTLL7
10898	ENST00000336689.7	ENSP00000338769.3	ENSG00000088280.18	ASAP3
10899	ENST00000239374.7	ENSP00000239374.6	ENSG00000120262.9	CCDC170
10904	ENST00000397265.7	ENSP00000380435.3	ENSG00000171840.11	NINJ2
10905	ENST00000267568.8	ENSP00000267568.4	ENSG00000140043.11	PTGR2
10906	ENST00000378815.10	ENSP00000368092.6	ENSG00000127328.21	RAB3IP
10907	ENST00000471844.6	ENSP00000425899.1	ENSG00000143437.20	ARNT
10908	ENST00000607772.5	ENSP00000475915.1	ENSG00000153721.18	CNKSR3
10911	ENST00000354666.3	ENSP00000346693.3	ENSG00000197977.3	ELOVL2
10915	ENST00000565769.5	ENSP00000457179.1	ENSG00000158865.12	SLC5A11
10917	ENST00000380680.4	ENSP00000370055.4	ENSG00000122042.9	UBL3
10918	ENST00000297273.8	ENSP00000297273.4	ENSG00000127995.16	CASD1
10919	ENST00000473456.5	ENSP00000417258.1	ENSG00000146842.16	TMEM209
10920	ENST00000587424.2	ENSP00000480140.1	ENSG00000263465.4	SRSF8
10921	ENST00000377026.4	ENSP00000366225.4	ENSG00000125814.17	NAPB
10922	ENST00000253079.10	ENSP00000253079.6	ENSG00000130783.13	CCDC62
10923	ENST00000302495.4	ENSP00000305919.4	ENSG00000169495.4	HTRA4
10925	ENST00000541685.5	ENSP00000441640.1	ENSG00000205683.11	DPF3
10927	ENST00000556766.5	ENSP00000451231.1	ENSG00000186469.8	GNG2
10928	ENST00000356554.7	ENSP00000348959.3	ENSG00000198162.12	MAN1A2
10931	ENST00000002596.5	ENSP00000002596.5	ENSG00000002587.9	HS3ST1
10932	ENST00000306904.6	ENSP00000304139.5	ENSG00000170748.6	RBMXL2
10933	ENST00000280886.11	ENSP00000280886.6	ENSG00000151240.16	DIP2C
10934	ENST00000476993.1	ENSP00000417185.1	ENSG00000179403.11	VWA1
10935	ENST00000402696.7	ENSP00000385834.3	ENSG00000091513.14	TF
10937	ENST00000505624.5	ENSP00000422188.1	ENSG00000205838.13	TTC23L
10939	ENST00000383657.9	ENSP00000373153.5	ENSG00000206527.9	HACD2
10940	ENST00000361272.8	ENSP00000355279.4	ENSG00000198791.11	CNOT7
10941	ENST00000355870.7	ENSP00000348132.3	ENSG00000196335.12	STK31
10942	ENST00000615330.4	ENSP00000481349.1	ENSG00000146090.15	RASGEF1C
10943	ENST00000446488.7	ENSP00000400476.2	ENSG00000170322.14	NFRKB
10944	ENST00000361070.8	ENSP00000354361.4	ENSG00000168411.13	RFWD3
10945	ENST00000375741.6	ENSP00000364893.2	ENSG00000102606.17	ARHGEF7
10947	ENST00000520213.5	ENSP00000428026.1	ENSG00000065609.14	SNAP91
10949	ENST00000250572.12	ENSP00000250572.7	ENSG00000174837.14	ADGRE1
10952	ENST00000321253.6	ENSP00000326042.6	ENSG00000075886.10	TUBA3D
10952	ENST00000400113.7	ENSP00000382982.3	ENSG00000198033.11	TUBA3C
10955	ENST00000357037.5	ENSP00000349541.4	ENSG00000177469.12	CAVIN1
10957	ENST00000370328.3	ENSP00000359353.3	ENSG00000102287.18	GABRE
10958	ENST00000380814.4	ENSP00000370192.4	ENSG00000139508.14	SLC46A3
10959	ENST00000457408.6	ENSP00000404042.2	ENSG00000158604.14	TMED4
10961	ENST00000361611.10	ENSP00000355325.6	ENSG00000100804.18	PSMB5
10963	ENST00000378628.8	ENSP00000367894.4	ENSG00000130962.17	PRRG1
10964	ENST00000215743.7	ENSP00000215743.3	ENSG00000099953.9	MMP11
10966	ENST00000359534.3	ENSP00000352527.3	ENSG00000164626.8	KCNK5
10967	ENST00000380902.8	ENSP00000370289.4	ENSG00000140284.10	SLC27A2
10969	ENST00000339560.9	ENSP00000345175.4	ENSG00000132000.11	PODNL1
10970	ENST00000304698.9	ENSP00000304108.5	ENSG00000144369.12	FAM171B
10972	ENST00000336596.6	ENSP00000337451.2	ENSG00000044524.10	EPHA3
10973	ENST00000268793.4	ENSP00000268793.4	ENSG00000141096.4	DPEP3
10975	ENST00000406890.6	ENSP00000385239.2	ENSG00000105889.14	STEAP1B
10977	ENST00000341423.9	ENSP00000345347.5	ENSG00000189403.14	HMGB1
10978	ENST00000266517.8	ENSP00000266517.3	ENSG00000139163.15	ETNK1
10980	ENST00000580018.3	ENSP00000464522.3	ENSG00000265354.3	TIMM23
10983	ENST00000215917.11	ENSP00000215917.6	ENSG00000100104.13	SRRD
10985	ENST00000244314.5	ENSP00000244314.5	ENSG00000124449.6	IRGC
10986	ENST00000431156.6	ENSP00000411169.2	ENSG00000129696.12	TTI2
10987	ENST00000374206.3	ENSP00000363322.3	ENSG00000176386.8	CDC26
10990	ENST00000262971.2	ENSP00000262971.1	ENSG00000105229.6	PIAS4
10991	ENST00000375452.3	ENSP00000364601.3	ENSG00000131059.11	BPIFA3
10995	ENST00000340398.4	ENSP00000339835.3	ENSG00000188375.4	H3F3C
10996	ENST00000274849.2	ENSP00000274849.1	ENSG00000146109.4	ABT1
10997	ENST00000324364.3	ENSP00000339087.2	ENSG00000176714.9	CCDC121
10999	ENST00000522232.2	ENSP00000490297.1	ENSG00000231989.4	PPP1R2P3
11000	ENST00000436070.6	ENSP00000408602.2	ENSG00000183576.12	SETD3
11001	ENST00000370336.4	ENSP00000359361.4	ENSG00000080007.7	DDX43
11005	ENST00000427996.5	ENSP00000419568.1	ENSG00000185689.15	C6orf201
11006	ENST00000301043.10	ENSP00000301043.6	ENSG00000109113.19	RAB34
11007	ENST00000368011.8	ENSP00000356990.4	ENSG00000162755.13	KLHDC9
11010	ENST00000505354.2	ENSP00000489687.1	ENSG00000229894.4	GK3P
11014	ENST00000380835.6	ENSP00000370215.2	ENSG00000165555.9	NOXRED1
11021	ENST00000505956.5	ENSP00000420854.1	ENSG00000172771.11	EFCAB12
11022	ENST00000375318.3	ENSP00000364467.2	ENSG00000151033.8	LYZL2
11027	ENST00000367893.4	ENSP00000356868.4	ENSG00000162761.14	LMX1A
11029	ENST00000210187.10	ENSP00000210187.6	ENSG00000167964.12	RAB26
11034	ENST00000324350.9	ENSP00000317425.5	ENSG00000126070.19	AGO3
11038	ENST00000361384.6	ENSP00000355185.2	ENSG00000198924.7	DCLRE1A
11040	ENST00000568107.2	ENSP00000476795.1	ENSG00000261609.5	GAN
11047	ENST00000245865.10	ENSP00000245865.5	ENSG00000266173.6	STRADA
11050	ENST00000347088.9	ENSP00000316079.6	ENSG00000163374.19	YY1AP1
11052	ENST00000611680.1	ENSP00000480176.1	ENSG00000198832.10	SELENOM
11054	ENST00000258111.4	ENSP00000258111.4	ENSG00000135643.4	KCNMB4
11055	ENST00000300811.7	ENSP00000300811.2	ENSG00000131116.11	ZNF428
11058	ENST00000366512.7	ENSP00000355469.3	ENSG00000162852.13	CNST
11060	ENST00000307450.10	ENSP00000307636.6	ENSG00000171160.17	MORN4
11061	ENST00000535456.6	ENSP00000444628.1	ENSG00000149328.14	GLB1L2
11062	ENST00000270747.7	ENSP00000270747.3	ENSG00000142632.16	ARHGEF19
11063	ENST00000367106.1	ENSP00000356073.1	ENSG00000143479.15	DYRK3
11065	ENST00000409876.5	ENSP00000386479.1	ENSG00000150556.16	LYPD6B
11067	ENST00000215582.7	ENSP00000215582.4	ENSG00000099812.8	MISP
11069	ENST00000316491.13	ENSP00000319222.9	ENSG00000197302.10	ZNF720
11070	ENST00000268124.9	ENSP00000268124.5	ENSG00000140521.12	POLG
11071	ENST00000409687.4	ENSP00000386348.3	ENSG00000186193.8	SAPCD2
11073	ENST00000361781.6	ENSP00000354829.2	ENSG00000198964.13	SGMS1
11075	ENST00000346049.9	ENSP00000332816.6	ENSG00000120899.17	PTK2B
11079	ENST00000339140.4	ENSP00000427329.2	ENSG00000189299.6	FOXR2
11081	ENST00000409153.5	ENSP00000387141.1	ENSG00000065413.18	ANKRD44
11085	ENST00000229002.6	ENSP00000229002.2	ENSG00000111404.6	RERGL
11087	ENST00000249499.7	ENSP00000249499.6	ENSG00000128709.12	HOXD9
11089	ENST00000199280.3	ENSP00000199280.3	ENSG00000167580.7	AQP2
11090	ENST00000303749.7	ENSP00000307607.3	ENSG00000170786.12	SDR16C5
11091	ENST00000263733.4	ENSP00000263733.4	ENSG00000116199.11	FAM20B
11092	ENST00000300784.7	ENSP00000300784.7	ENSG00000167363.13	FN3K
11093	ENST00000325897.4	ENSP00000325506.4	ENSG00000177182.10	CLVS1
11096	ENST00000361909.8	ENSP00000354579.4	ENSG00000140931.19	CMTM3
11099	ENST00000301391.7	ENSP00000301391.3	ENSG00000167740.9	CYB5D2
11100	ENST00000356721.3	ENSP00000349156.3	ENSG00000196470.11	SIAH1
11101	ENST00000388922.8	ENSP00000373574.4	ENSG00000139567.12	ACVRL1
11102	ENST00000343070.6	ENSP00000345751.2	ENSG00000168447.10	SCNN1B
11103	ENST00000286186.10	ENSP00000286186.6	ENSG00000003400.14	CASP10
11104	ENST00000343817.9	ENSP00000340284.5	ENSG00000138835.22	RGS3
11105	ENST00000297354.6	ENSP00000297354.6	ENSG00000164764.10	SBSPON
11106	ENST00000298699.6	ENSP00000298699.2	ENSG00000165805.9	C12orf50
11107	ENST00000322957.6	ENSP00000323880.4	ENSG00000129654.7	FOXJ1
11108	ENST00000246801.7	ENSP00000246801.2	ENSG00000126467.10	TSKS
11109	ENST00000333254.3	ENSP00000329860.3	ENSG00000182645.5	CCDC172
11110	ENST00000538603.5	ENSP00000445418.1	ENSG00000171847.10	FAM90A1
11111	ENST00000316398.4	ENSP00000320649.3	ENSG00000179071.4	CCDC89
11112	ENST00000358184.6	ENSP00000350911.2	ENSG00000196188.10	CTSE
11113	ENST00000231484.3	ENSP00000231484.3	ENSG00000113555.5	PCDH12
11114	ENST00000252029.7	ENSP00000252029.3	ENSG00000025708.13	TYMP
11115	ENST00000614032.4	ENSP00000481301.1	ENSG00000188338.14	SLC38A3
11116	ENST00000402860.7	ENSP00000385179.3	ENSG00000185264.11	TEX33
11118	ENST00000600991.5	ENSP00000471604.1	ENSG00000268629.6	TEX13A
11120	ENST00000380317.8	ENSP00000369674.4	ENSG00000099385.11	BCL7C
11125	ENST00000395258.7	ENSP00000378677.2	ENSG00000140488.15	CELF6
11126	ENST00000359943.7	ENSP00000353025.3	ENSG00000196937.10	FAM3C
11129	ENST00000618911.4	ENSP00000483001.1	ENSG00000048162.20	NOP16
11130	ENST00000398004.3	ENSP00000381089.2	ENSG00000175782.9	SLC35E3
11132	ENST00000085079.11	ENSP00000085079.6	ENSG00000063245.14	EPN1
11133	ENST00000331718.5	ENSP00000328150.5	ENSG00000184185.9	KCNJ12
11134	ENST00000360565.7	ENSP00000353769.2	ENSG00000126461.14	SCAF1
11138	ENST00000341893.7	ENSP00000342510.3	ENSG00000182504.10	CEP97
11141	ENST00000300432.3	ENSP00000300432.3	ENSG00000167103.11	PIP5KL1
11142	ENST00000329021.9	ENSP00000333680.5	ENSG00000235568.6	NFAM1
11144	ENST00000549903.1	ENSP00000447272.1	ENSG00000075035.9	WSCD2
11146	ENST00000306862.6	ENSP00000303490.2	ENSG00000172244.8	C5orf34
11148	ENST00000361193.7	ENSP00000355384.3	ENSG00000181045.14	SLC26A11
11150	ENST00000274793.11	ENSP00000274793.7	ENSG00000146070.16	PLA2G7
11152	ENST00000369700.3	ENSP00000358714.3	ENSG00000146250.6	PRSS35
11153	ENST00000313708.10	ENSP00000322898.6	ENSG00000164330.16	EBF1
11154	ENST00000260967.6	ENSP00000260967.2	ENSG00000138395.14	CDK15
11155	ENST00000227880.7	ENSP00000227880.2	ENSG00000110446.10	SLC15A3
11156	ENST00000295268.3	ENSP00000295268.3	ENSG00000163116.9	STPG2
11157	ENST00000260382.9	ENSP00000260382.4	ENSG00000137821.11	LRRC49
11158	ENST00000334062.7	ENSP00000335029.7	ENSG00000185989.10	RASA3
11160	ENST00000308521.9	ENSP00000309749.5	ENSG00000128394.16	APOBEC3F
11161	ENST00000391749.4	ENSP00000375629.4	ENSG00000131042.14	LILRB2
11162	ENST00000534028.5	ENSP00000431769.1	ENSG00000162241.12	SLC25A45
11163	ENST00000539062.6	ENSP00000438319.2	ENSG00000151338.18	MIPOL1
11164	ENST00000293851.9	ENSP00000293851.5	ENSG00000103355.13	PRSS33
11165	ENST00000541762.5	ENSP00000446367.2	ENSG00000135083.14	CCNJL
11167	ENST00000319264.3	ENSP00000321026.3	ENSG00000153714.5	LURAP1L
11170	ENST00000529246.3	ENSP00000434602.2	ENSG00000197261.11	C6orf141
11171	ENST00000308906.6	ENSP00000310801.2	ENSG00000171695.10	LKAAEAR1
11172	ENST00000615032.4	ENSP00000479520.1	ENSG00000161847.13	RAVER1
11174	ENST00000263464.7	ENSP00000263464.3	ENSG00000023445.13	BIRC3
11175	ENST00000228495.10	ENSP00000228495.6	ENSG00000110906.12	KCTD10
11177	ENST00000230792.6	ENSP00000230792.2	ENSG00000112874.9	NUDT12
11179	ENST00000493826.1	ENSP00000419032.1	ENSG00000058063.15	ATP11B
11180	ENST00000332904.7	ENSP00000331063.3	ENSG00000148600.14	CDHR1
11181	ENST00000441147.6	ENSP00000397306.2	ENSG00000148143.12	ZNF462
11182	ENST00000543208.5	ENSP00000437439.1	ENSG00000170516.16	COX7B2
11183	ENST00000356046.6	ENSP00000348333.2	ENSG00000158055.15	GRHL3
11184	ENST00000306938.8	ENSP00000305804.4	ENSG00000172262.11	ZNF131
11186	ENST00000336755.9	ENSP00000337839.5	ENSG00000147905.17	ZCCHC7
11187	ENST00000295872.8	ENSP00000295872.4	ENSG00000163611.11	SPICE1
11189	ENST00000418476.2	ENSP00000407487.2	ENSG00000140553.17	UNC45A
11190	ENST00000297508.7	ENSP00000297508.7	ENSG00000164877.18	MICALL2
11191	ENST00000342291.2	ENSP00000341479.1	ENSG00000182324.6	KCNJ14
11192	ENST00000331194.8	ENSP00000330332.8	ENSG00000015133.18	CCDC88C
11194	ENST00000375108.3	ENSP00000364249.3	ENSG00000127472.10	PLA2G5
11195	ENST00000019103.7	ENSP00000019103.5	ENSG00000080293.9	SCTR
11196	ENST00000619701.4	ENSP00000481728.1	ENSG00000172350.9	ABCG4
11197	ENST00000258829.5	ENSP00000258829.4	ENSG00000136327.6	NKX2-8
11198	ENST00000370565.4	ENSP00000359596.4	ENSG00000137975.7	CLCA2
11199	ENST00000272847.6	ENSP00000272847.2	ENSG00000144407.9	PTH2R
11200	ENST00000201031.2	ENSP00000201031.2	ENSG00000087510.6	TFAP2C
11201	ENST00000396864.7	ENSP00000380073.3	ENSG00000213928.8	IRF9
100009803	ENST00000320895.9	ENSP00000313854.5	ENSG00000049656.13	CLPTM1L
11204	ENST00000361028.5	ENSP00000354305.1	ENSG00000158691.14	ZSCAN12
11207	ENST00000380265.9	ENSP00000369617.5	ENSG00000138642.14	HERC6
11208	ENST00000206513.5	ENSP00000206513.5	ENSG00000092067.5	CEBPE
11209	ENST00000376180.7	ENSP00000365351.3	ENSG00000198542.13	ITGBL1
11210	ENST00000289575.9	ENSP00000289575.5	ENSG00000137491.14	SLCO2B1
